n04583620_3156.JPEG:0.99727964,0.0002574554,0.00046229787,0.000243288,0.00032597192,0.0004239016,0.00036833738,0.00016408821,0.00024135398,0.00023360392
n04583620_599.JPEG:0.98210794,0.0009391572,0.0010395533,0.002330914,0.0020601114,0.002593451,0.0032776806,0.0029159202,0.0016717254,0.0010636206
n04583620_433.JPEG:0.8864999,0.010794208,0.0042467057,0.028001403,0.0026396576,0.007726981,0.025484877,0.025727628,0.0019817096,0.006896888
n04583620_960.JPEG:0.9980507,0.00020656061,0.00028568748,0.0001875667,0.000206574,0.000162793,0.00035717592,0.00018873138,0.00015561322,0.00019874156
n04583620_97.JPEG:0.99731714,0.00031901212,0.00045028995,0.00021347008,0.00023973564,0.00030527244,0.00035496685,0.0002800688,0.00025371142,0.00026639414
n04583620_2878.JPEG:0.99798787,0.0001979122,0.00029387456,0.00020473824,0.00022171838,0.0002393934,0.00023089653,0.00020181798,0.00019034736,0.00023143312
n04583620_4105.JPEG:0.9930918,0.0006764616,0.0013017419,0.00029451313,0.0005039746,0.0010524525,0.0009406534,0.0013540849,0.00039725713,0.00038702687
n04583620_3414.JPEG:0.9978992,0.00019895716,0.00032459648,0.00021153485,0.00019891276,0.00036416668,0.00017726913,0.00022438644,0.00017180319,0.00022925963
n04583620_2710.JPEG:0.998014,0.0003019765,0.00031932726,8.6407235e-05,0.00015989243,0.00010923064,0.00046904956,0.00033926952,7.86524e-05,0.0001221749
n04583620_2593.JPEG:0.99629045,0.00049637724,0.0004369747,0.00019463844,0.00032000727,0.00037739225,0.0005738446,0.00079275446,0.00018797696,0.00032960196
n04583620_4797.JPEG:0.9964954,0.00031009328,0.0004722173,0.00023077472,0.00045174817,0.00044819436,0.0004982607,0.00037143403,0.0003455689,0.00037623176
n04583620_2706.JPEG:0.9427274,0.015091371,0.003479702,0.0019968124,0.0044509675,0.0048462353,0.012083054,0.010398155,0.003308716,0.0016175074
